,serie,sMAPE_ESRNN,MAE_ESRNN,MAPE_ESRNN,RMSE_ESRNN,sMAPE_LGBM,MAE_LGBM,MAPE_LGBM,RMSE_LGBM,correlation,winner,new_trend_Acomulada
1396,D2301,5.831273709465608,46.47313392857141,5.620776260466631,57.39841140968509,17.65056746919077,152.9883287754419,19.599838241071936,160.50759094730313,0.1688232103167543,0,5
1397,D2302,4.306833432698256,107.53437499999993,4.195021083557475,120.03365811383787,31.889360040677683,699.1525597902311,27.49213899178612,700.7936624015098,-0.1479991228480219,0,3
1398,D2303,3.721693447937632,410.7499999999996,3.769177300936081,462.7689457778459,2.489382243283252,275.9282340919317,2.5117287085250304,353.1229839271873,0.6678252570642133,1,-5
1399,D2304,1.227664969603356,143.28348214285688,1.220460576528071,187.00743104535428,1.9661680323303992,227.77985009364536,1.9421196323059449,267.9929344331032,0.2425751642425045,0,3
1400,D2305,1.5980749684027276,123.07665178571428,1.6019570365623934,155.50005119923003,1.8015747284875736,138.1967622582786,1.8127754287896003,213.29338663721725,0.2592250204928633,0,1
1401,D2306,9.955095305405354,609.1641964285712,23.67021241775777,1876.4867429872115,10.27515731102204,635.0768142787557,23.765875628076333,1857.9864046901528,-0.2996107659109903,0,-11
1402,D2307,2.1097865019766786,199.3100892857144,2.139776782961999,275.931162084328,1.7538764209288988,164.87006686158384,1.7667269516105408,236.90368421114752,0.5782003321683273,1,1
1403,D2308,2.2824352626178253,195.3873214285717,2.307822386313573,249.06523776423728,1.5734785133786948,134.636875482307,1.586724229430251,195.5338127818704,0.6348747289868448,1,1
1404,D2309,2.1662489750483047,203.1128125,2.195308499005579,272.2184144953714,1.5513746074261816,144.04692320167229,1.568697019112402,237.84110884789132,0.5722225891123143,1,1
1405,D2310,1.9171512339530796,142.13001785714278,1.952147422713205,202.23403830640729,1.5378253574920857,113.97227437738437,1.5490380234525785,159.25538255255387,0.4934233680762388,1,-1
1406,D2311,1.907844889512024,161.6598964285711,1.9346231234447324,212.02678044297068,1.2737193191589908,107.2979584368264,1.2879146337060627,167.06294163557385,0.355125309075981,1,-1
1407,D2312,1.8821412917531013,153.4334821428573,1.9182305958656325,217.3424034681512,1.947468005289419,157.1641627059964,1.9399629766321331,185.56281017626836,0.2675594781598779,0,-1
1408,D2313,4.860928194764473,106.37187500000002,4.730482359063522,113.5443037244006,40.486321387843525,752.446451034239,33.66003887744683,753.6994039653985,0.4148842456213099,0,3
1409,D2314,2.82421166820934,200.6959714285713,2.770704654415778,235.66333269769623,45.46950168661188,2654.308337990899,37.0381320102808,2657.811308295867,0.63328155855676,0,5
1410,D2315,1.3093485118923376,119.07508928571444,1.2951966867726987,156.11212112184225,1.5126861571720078,138.052355290102,1.5243350713451744,156.1651507120905,0.1844157057291205,0,-1
